KPGZ,with_KPGZ,count
01.11.03.03.02.99,01.07.05.01,3
01.01.10.01.01,01.01.01.12.04.03,1
01.01.03.01,01.01.11.06.02.02,2
01.01.03.01,01.01.01.13.01,9
01.01.01.05.02,01.01.10.06.01,5
01.01.02.03,01.01.01.06.09.01,2
01.01.01.06.09.01,01.01.01.12.04.01,2
01.15.02.06.04,01.15.02.05.02,2
01.15.02.06.04,01.15.02.03,2
01.15.02.06.04,01.15.02.04,3
01.15.02.06.04,01.15.02.07,2
01.15.02.01,01.15.02.06.04,1
01.20.11.06.02,01.15.02.05.03,3
01.20.11.06.02,01.08.02.11,1
01.15.02.05.03,01.08.02.11,1
01.15.05.04.05.02,01.15.05.07.03,1
01.15.02.04,01.15.04.03.02,1
01.15.02.04,01.15.04.02.01,1
01.20.04.02.09,01.12.99,2
01.20.06.04.01,01.20.99.01.05.01,1
01.20.99.01.05.01,01.20.03.04.01.02,1
01.20.99.01.05.01,01.20.07.11.06.01.99,1
01.20.99.01.05.01,01.20.07.01.02,3
01.15.05.03.02,01.16.01.02,1
01.15.05.03.02,01.16.17.02,1
01.20.05.03.04.05,01.20.04.01.07,2
01.10.04.03.07,01.10.03.05.01,3
01.02.10.25.02.01,01.02.10.25.02.01,2
01.02.10.34.21,01.02.10.34.21,9
01.02.11.01.12.03.14,01.02.10.22.01.12,2
01.02.10.22.01.12,01.02.10.16.55.02,1
01.11.03.11.05,01.11.04.01.01.99,10
01.01.06.15,01.01.06.06,7
01.01.06.15,01.01.07.05.09,1
01.13.17.10,01.13.10.05,6
01.11.03.01.02.02.01.08,01.11.05.02,3
01.11.03.01.02.02.01.08,01.11.03.11.05,1
01.20.07.11.08,01.15.04.03.04,4
01.20.07.11.08,01.15.05.02.06.03.09,1
01.13.04.01.03,01.13.13.03,1
01.07.06.01.10,01.07.03.03.04.01,2
01.07.06.01.10,01.07.03.03.04.06,2
01.07.06.01.10,01.07.03.03.02.04,1
01.07.03.03.04.01,01.07.03.03.04.01,8
01.07.03.03.04.01,01.07.06.01.99,8
01.11.04.02.02,01.11.04.02.01.01,1
01.20.04.06.02.02,01.20.05.03.04.02,3
01.20.04.06.01.02,01.20.06.01.03,1
01.07.06.03.02,01.07.06.01.99,4
01.07.06.03.02,01.07.04.01.01,2
01.07.06.03.02,01.07.04.01.05,1
01.07.06.03.02,01.07.04.04.03,1
01.15.05.02.05.01,01.07.05.06,1
01.15.05.04.06.02,01.07.05.06,1
01.15.05.04.06.01,01.07.05.06,1
01.15.05.04.03.04,01.07.05.06,1
01.15.01.07,01.07.05.06,2
01.15.03.17.06,01.07.05.06,1
01.15.04.03.01,01.07.05.06,1
01.15.05.04.03.01,01.07.05.06,1
01.15.03.17.05,01.07.05.06,4
01.20.04.06.01.01,01.20.03.04.04.02.02,1
01.20.04.01.13,01.20.03.04.04.02.02,2
01.13.01.01.06,01.13.04.02.02.05,3
01.15.02.01,01.25.07,3
01.20.07.11.03.01.01,01.15.05.18,1
01.20.07.11.03.01.01,01.15.04.03.02,3
01.20.07.11.03.01.01,01.15.04.06,1
01.20.07.11.03.01.01,01.15.05.15,2
01.20.07.11.03.01.01,01.15.05.04.06.02,1
01.20.07.11.03.01.01,01.15.05.02.01,2
01.20.07.11.03.01.01,01.15.03.17.06,3
01.20.07.11.03.01.01,01.15.01.07,2
01.20.07.11.03.01.01,01.15.05.04.06.03,1
01.20.07.11.03.01.01,01.15.01.01.01.02,1
01.20.07.11.03.01.01,01.25.07,1
01.20.07.11.03.01.01,01.15.03.16,4
01.20.07.11.03.01.01,01.15.06.06,1
01.15.04.06,01.25.07,1
01.13.08.04,01.13.09.02.01,2
01.09.08.08,01.09.07.03,1
01.20.09.02,01.10.04.03.07,7
01.20.09.02,01.13.17.16.05,4
01.20.09.02,01.13.13.01.04,2
01.10.04.03.07,01.20.09.02,14
01.10.04.03.07,01.13.17.16.05,1
01.13.17.16.05,01.10.04.03.07,1
01.13.17.16.05,01.20.09.02,6
01.11.01.07.01.11,01.11.04.03.02.01.01,1
01.11.01.07.01.11,01.11.01.03.04.01.02,1
01.01.16.01.05,01.01.06.15,8
01.20.05.03.04.01,01.15.01.06.03,2
01.20.05.03.04.01,01.07.05.04,3
01.20.05.03.04.02,01.15.01.06.03,2
01.20.05.03.04.02,01.07.05.04,5
01.20.03.04.05.01,01.11.03.07.99,7
01.20.03.04.05.01,01.15.01.06.03,1
01.20.03.04.05.01,01.07.05.04,1
01.20.03.04.05.02,01.15.01.06.03,2
01.20.03.04.05.02,01.07.05.04,7
01.20.07.11.03.01.02,01.15.01.06.03,6
01.20.07.11.03.01.02,01.07.05.04,8
01.20.07.02.02,01.11.03.07.99,7
01.20.07.02.02,01.15.01.06.03,2
01.20.07.02.02,01.07.05.04,1
01.20.03.03.05.01,01.20.09.02,8
01.20.03.03.05.01,01.20.04.04.02,3
01.20.03.03.05.01,01.15.01.06.03,1
01.20.03.03.05.01,01.07.05.04,1
01.20.09.02,01.20.04.04.02,2
01.20.09.02,01.20.03.03.06,2
01.20.09.02,01.11.03.07.99,3
01.20.09.02,01.20.03.04.01.01,4
01.20.09.02,01.15.01.06.03,1
01.20.04.04.01,01.11.03.07.99,3
01.20.04.04.01,01.15.01.06.03,1
01.20.04.04.01,01.20.07.09.02,3
01.20.04.06.01.02,01.11.03.07.99,8
01.20.04.06.01.02,01.15.01.06.03,3
01.20.04.04.02,01.11.03.07.99,6
01.20.04.04.02,01.20.09.02,11
01.20.04.04.02,01.15.01.06.03,2
01.20.03.03.06,01.15.01.06.03,1
01.20.04.01.05,01.15.01.06.03,1
01.11.03.07.99,01.20.09.02,2
01.11.03.07.99,01.15.01.06.03,1
01.16.07.02.01,01.15.05.03.01.01,5
01.13.17.17,01.13.11.03.06,1
01.08.02.03,01.08.01.01.05,2
01.20.03.04.05.02,01.15.05.04.09.02,1
01.20.04.04.01,01.20.05.03.07,1
01.20.04.01.13,01.20.05.03.07,1
01.20.04.03,01.20.05.03.07,1
01.11.09.01,01.11.10.03.02,1
01.08.02.04,01.08.02.09,3
01.08.02.04,01.08.02.19,3
01.08.02.04,01.08.01.01.09.01,6
01.08.02.04,01.08.01.01.01.11,3
01.08.02.04,01.08.01.14.99,3
01.08.02.04,01.08.01.01.07.02,3
01.08.02.09,01.08.02.03,4
01.08.02.09,01.08.02.99,1
01.08.02.09,01.08.02.19,1
01.08.02.09,01.08.01.13.99,1
01.08.02.09,01.08.01.14.03.01,1
01.08.02.09,01.08.01.01.09.01,2
01.08.02.09,01.08.01.01.01.11,1
01.08.02.09,01.08.01.14.99,1
01.08.02.09,01.08.01.01.07.02,1
01.08.02.03,01.08.01.01.09.01,6
01.08.02.03,01.08.01.01.01.11,5
01.08.02.03,01.08.01.01.07.02,2
01.08.02.99,01.08.02.19,1
01.08.02.99,01.08.01.13.99,1
01.08.02.99,01.08.01.14.03.01,1
01.08.02.99,01.08.01.01.09.01,2
01.08.02.99,01.08.01.01.01.11,1
01.08.02.99,01.08.01.14.99,1
01.08.02.19,01.08.02.03,3
01.08.02.19,01.08.01.14.03.01,1
01.08.02.19,01.08.01.01.09.01,2
01.08.02.19,01.08.01.01.01.11,1
01.08.02.19,01.08.01.14.99,1
01.08.01.40,01.08.01.01.01.40,1
01.08.01.40,01.08.01.18.03,10
01.08.01.40,01.08.02.04,4
01.08.01.01.01.40,01.08.01.18.03,1
01.08.01.01.01.40,01.08.01.09.99,3
01.08.01.01.01.40,01.08.01.01.07.02,2
01.08.01.01.01.40,01.08.01.25.99,1
01.08.01.18.03,01.08.01.09.99,3
01.08.01.18.03,01.08.01.01.07.02,2
01.20.05.03.04.02,01.20.10.02,1
01.20.10.02,01.20.05.03.04.05,1
01.20.10.02,01.20.04.09.02,1
01.07.03.01.04.03,01.07.03.01.04.03,1
01.07.03.01.04.03,01.07.04.01.01,8
01.07.03.01.04.03,01.07.11.99,2
01.07.03.01.04.03,01.07.06.01.07,2
01.07.03.01.04.03,01.07.03.01.02.02,2
01.07.03.01.04.03,01.07.06.01.08,4
01.07.03.01.04.03,01.07.04.04.03,2
01.07.03.01.04.03,01.13.11.03.05.04.01.01,1
01.25.04.02.01,01.25.04.02.02,2
01.01.02.32,01.01.05.03,2
01.01.02.32,01.01.03.08,3
01.01.02.32,01.01.04.16,1
01.01.02.32,01.01.02.14,1
01.01.03.21,01.01.03.08,2
01.01.03.21,01.01.04.16,1
01.01.03.01,01.01.05.05,2
01.01.02.02.03,01.01.03.08,4
01.01.02.02.03,01.01.04.16,1
01.01.02.08,01.01.03.05,2
01.01.02.08,01.01.03.08,2
01.01.02.08,01.01.04.16,2
01.01.02.08,01.01.05.05,1
01.01.02.05,01.01.04.16,2
01.01.02.02.01,01.01.03.08,4
01.01.02.02.01,01.01.04.16,1
01.01.02.02.01,01.01.02.14,2
01.01.02.35.01,01.01.03.08,4
01.01.02.35.01,01.01.04.16,2
01.01.02.35.01,01.01.02.14,3
01.01.02.10,01.01.04.16,1
01.01.03.25.01.01,01.01.03.08,9
01.01.03.25.01.01,01.01.02.14,3
01.01.05.03,01.01.02.11,1
01.01.05.03,01.01.03.05,1
01.01.05.03,01.01.03.08,1
01.01.05.03,01.01.04.16,1
01.01.05.03,01.01.04.12,1
01.01.05.03,01.01.02.06.01,1
01.01.05.03,01.01.02.06.03,1
01.01.05.03,01.01.05.03,1
01.01.05.03,01.01.03.22,1
01.01.05.03,01.01.02.02.02,1
01.01.05.03,01.01.02.14,1
01.01.02.11,01.01.04.16,1
01.01.03.08,01.01.03.04,3
01.01.03.08,01.01.03.03,3
01.01.03.08,01.01.02.01.01.01,1
01.01.03.08,01.01.05.01,3
01.01.03.08,01.01.02.03,3
01.01.03.08,01.01.04.16,1
01.01.03.08,01.01.02.09,3
01.01.03.08,01.01.04.12,1
01.01.03.08,01.01.02.16.03,2
01.01.03.08,01.01.02.06.07,2
01.01.03.08,01.01.02.04,2
01.01.03.08,01.01.02.34,13
01.01.03.08,01.01.02.12,2
01.01.03.08,01.01.02.07,1
01.01.03.08,01.01.02.13,2
01.01.03.08,01.01.03.25.01.01,2
01.01.03.08,01.01.02.35.01,4
01.01.03.08,01.01.02.35.04.02,1
01.01.03.08,01.01.02.06.01,1
01.01.03.08,01.01.02.06.03,1
01.01.03.08,01.01.03.06,3
01.01.03.08,01.01.02.18,2
01.01.03.08,01.01.05.03,1
01.01.03.08,01.01.03.22,1
01.01.03.08,01.01.02.02.02,2
01.01.03.08,01.01.02.02.03,1
01.01.03.08,01.01.03.25.03,1
01.01.03.08,01.01.05.05,1
01.01.03.04,01.01.04.16,1
01.01.03.25.02.01,01.01.04.16,1
01.01.02.01.01.01,01.01.04.16,1
01.01.05.01,01.01.04.16,2
01.01.02.03,01.01.04.16,1
01.01.04.16,01.01.02.09,1
01.01.04.16,01.01.04.12,1
01.01.04.16,01.01.02.16.03,1
01.01.04.16,01.01.02.06.07,1
01.01.04.16,01.01.02.04,2
01.01.04.16,01.01.02.12,1
01.01.04.16,01.01.02.07,1
01.01.04.16,01.01.02.13,2
01.01.04.16,01.01.02.35.01,2
01.01.04.16,01.01.02.35.04.02,1
01.01.04.16,01.01.02.06.01,1
01.01.04.16,01.01.02.06.03,1
01.01.01.05.02,01.01.09.01.02,3
01.01.02.05,01.01.09.01.02,2
01.01.02.05,01.01.01.06.08,1
01.01.02.23,01.01.09.01.02,1
01.01.02.06.01,01.01.07.01,4
01.15.05.04.10,01.15.05.01.05.01.01,1
01.15.05.04.10,01.15.02.08,1
01.15.05.04.10,01.15.05.09.03,1
01.15.05.04.10,01.15.05.04.05.02,1
01.15.05.04.10,01.20.07.11.08,1
01.15.05.03.04.01,01.15.05.09.03,3
01.15.05.02.06.03.02,01.15.05.04.05.02,1
01.13.14.99,01.10.04.01,1
01.08.01.13.01,01.08.01.22.03,1
01.08.01.32.99,01.08.01.09.13,3
01.01.10.01.01,01.01.10.06.06.01,6
01.01.10.06.07,01.01.10.06.05,5
01.01.10.06.07,01.01.10.07.01,4
01.01.10.06.07,01.01.09.01.02,1
01.01.10.05.01,01.01.10.06.05,3
01.01.10.05.01,01.01.10.07.01,1
01.01.10.05.01,01.01.10.06.06.01,1
01.01.10.01.04.01,01.01.10.06.05,1
01.01.10.01.04.01,01.01.10.06.06.01,1
01.01.01.12.04.01,01.01.10.06.06.01,1
01.01.10.05.06,01.01.10.06.06.02,3
01.11.03.02.01.01,01.06.05,1
01.11.05.12.01,01.06.05,2
01.15.01.04.06,01.15.01.06.07,11
01.11.02.05.03.99,01.11.02.02.03.13,2
01.02.11.01.12.02.06,01.02.10.06.48.11,1
01.02.11.01.12.02.06,01.02.10.16.55.02,2
01.02.11.01.12.02.06,01.02.10.49.17,1
01.02.10.06.48.11,01.02.10.16.55.02,2
01.02.10.06.48.11,01.02.11.01.12.02.06,1
01.02.10.06.48.11,01.02.10.49.17,1
01.02.10.16.55.02,01.02.11.01.12.02.06,1
01.20.11.06.02,01.20.03.01,5
01.01.02.08,01.01.11.06.01.02,5
01.01.02.08,01.01.07.24,1
02.17.01.01.01,02.17.04.04.99,4
02.17.01.01.01,02.17.05.04,1
02.17.01.01.01,02.17.05.03,1
01.15.03.17.06,01.07.07.01,1
01.20.03.04.04.01,01.12.99,4
01.06.02.01.07.99,01.20.09.01.05,1
01.13.02.01.01,01.13.11.03.01.04,1
01.15.03.11,01.15.05.04.05.02,2
01.15.03.11,01.15.05.16.02,4
01.13.11.03.01.04,01.13.14.06,4
01.20.09.01.99,01.14.01.01,2
01.20.09.01.05,01.14.01.01,9
01.20.09.01.09,01.14.01.01,3
01.07.03.03.04.06,01.20.09.01.11,1
01.16.31.01,01.16.20.02,3
01.25.04.01.02,01.25.04.01.02,1
01.11.01.07.01.09,01.11.01.03.14,1
01.08.01.01.08.32,01.08.01.02.03,1
01.08.01.01.08.32,01.08.02.01,12
01.08.01.01.08.32,01.08.01.01.07.02,1
01.08.01.01.01.01,01.08.01.02.03,1
01.08.01.17.26,01.08.01.02.03,1
01.08.01.17.26,01.08.02.01,2
01.08.01.02.03,01.08.02.01,2
01.08.01.02.03,01.08.01.09.99,4
01.08.01.02.03,01.06.03.99,2
01.08.02.01,01.06.03.99,1
01.19.10.12,01.19.04.05.04,2
01.20.09.01.08,01.08.01.09.13,2
01.20.09.01.08,01.08.01.24,2
01.08.01.01.08.09,01.08.01.09.05,1
01.08.01.01.08.09,01.08.01.24,1
01.15.05.03.01.03.01,01.15.05.04.09.01,1
01.15.05.03.01.03.01,01.15.05.03.04.03,1
01.15.04.03.03,01.15.03.11,6
01.15.03.11,01.15.04.01.09,2
01.13.09.06.11,01.13.06.08,3
01.20.04.02.10,01.11.04.06.99,2
01.11.04.06.99,01.20.07.02.02,1
01.11.04.06.99,01.20.04.02.09,1
01.11.04.06.99,01.20.04.02.10,1
01.11.04.06.99,01.20.04.01.04,1
01.11.04.06.99,01.20.03.04.03.04,2
01.11.04.06.99,01.20.04.09.05,1
01.11.04.06.99,01.20.05.03.04.01,2
01.06.01.03.01,01.16.28.03,1
01.06.01.02,01.16.28.03,2
01.13.04.04.06.06,01.13.07.05.01.02,2
01.13.04.04.06.06,01.13.17.03,2
01.13.04.04.06.06,01.13.04.99.02,1
01.13.04.04.06.06,01.13.06.01,1
01.13.04.04.06.06,01.13.13.03,1
01.13.04.04.06.06,01.13.05.01,2
01.13.04.04.06.06,01.13.04.04.99,1
01.13.11.03.05.06,01.13.06.01,4
01.13.11.03.05.06,01.13.13.03,1
01.13.05.06.01,01.13.13.03,2
01.13.04.99.02,01.11.04.99,1
01.13.04.99.02,01.13.13.03,1
01.11.04.99,01.13.06.08,2
01.09.04.01,01.09.04.01,1
01.02.10.13.10,01.02.09.13.01,1
01.02.10.13.10,01.02.09.12.06,1
01.02.10.13.10,01.02.11.01.12.02.06,1
01.20.09.01.05,01.08.01.32.99,12
01.14.01.01,01.20.09.01.99,22
01.14.01.01,01.20.09.01.08,5
01.14.01.01,01.20.09.01.05,33
01.14.01.01,01.20.09.01.16,2
01.14.01.01,01.20.09.03,9
01.14.01.01,01.20.09.01.06,10
01.14.01.01,01.07.03.03.04.06,1
01.14.01.01,01.08.01.32.99,1
01.14.01.01,01.20.09.01.13,1
01.20.09.01.99,01.08.01.32.99,11
01.20.09.01.16,01.07.03.03.04.06,1
01.20.09.01.16,01.08.01.32.99,2
01.20.09.03,01.08.01.32.99,2
01.20.09.01.06,01.08.01.32.99,3
01.07.03.03.04.06,01.20.09.01.16,4
01.07.03.03.04.06,01.08.01.32.99,1
01.13.06.99,01.07.04.04.03,2
01.13.06.99,01.10.04.03.03,1
01.13.06.99,01.07.11.99,1
01.13.06.01,01.11.04.03.02.01.01,1
01.13.06.01,01.07.04.04.03,1
01.13.06.01,01.07.04.01.01,2
01.13.06.01,01.10.04.03.03,1
01.13.17.03,01.11.04.03.02.01.01,1
01.13.17.03,01.07.04.04.03,1
01.13.17.03,01.07.04.01.01,2
01.11.04.03.02.01.01,01.13.17.99,7
01.11.04.03.02.01.01,01.07.04.04.03,1
01.11.04.03.02.01.01,01.07.04.01.01,1
01.13.04.04.03,01.15.05.03.04.05,1
01.13.04.04.03,01.13.01.01.02.02,1
01.13.04.04.03,01.11.04.03.02.05.07,2
01.13.08.04,01.15.05.03.04.05,1
01.13.08.04,01.13.01.01.02.02,1
01.10.04.04.01,01.15.05.03.04.05,1
01.10.04.04.01,01.13.01.01.02.02,1
01.15.05.03.04.05,01.13.14.06,1
01.15.05.03.04.05,01.13.01.01.02.02,1
01.15.05.03.04.05,01.11.04.03.02.05.07,1
01.15.05.03.04.05,01.13.08.04,2
01.13.14.06,01.11.04.03.02.05.07,1
01.13.01.01.02.02,01.11.04.03.02.05.07,1
01.02.11.03.02,01.02.10.13.10,1
01.02.11.03.02,01.02.11.01.12.03.14,1
01.02.11.03.02,01.02.11.01.07.08.04,1
01.02.11.03.02,01.02.11.03.06,1
01.02.10.13.10,01.02.11.01.06.03.01,1
01.02.10.13.10,01.02.11.01.12.03.14,2
01.02.10.13.10,01.02.11.03.15,1
01.02.10.13.10,01.02.11.01.07.04.02,1
01.02.10.13.10,01.02.10.06.51.02,1
01.02.10.13.10,01.02.11.01.07.08.04,1
01.02.10.13.10,01.02.11.03.06,1
01.02.11.01.06.03.01,01.02.10.06.71,1
01.02.11.01.06.03.01,01.02.11.03.15,1
01.02.11.01.06.03.01,01.02.10.06.51.02,1
01.02.11.01.06.03.01,01.02.11.01.07.08.04,1
01.02.11.01.06.03.01,01.02.11.03.06,1
01.02.11.01.12.03.14,01.02.10.06.71,1
01.02.11.01.12.03.14,01.02.11.03.15,2
01.02.11.01.12.03.14,01.02.10.06.51.02,1
01.02.11.01.12.03.14,01.02.11.01.07.08.04,2
01.02.11.01.12.03.14,01.02.11.03.06,1
01.02.10.06.71,01.02.10.34.23,1
01.02.10.06.71,01.02.10.16.55.02,1
01.02.10.06.71,01.02.11.01.07.04.02,1
01.02.10.06.71,01.02.10.50.20,2
01.02.10.06.71,01.02.10.06.48.11,1
01.02.10.06.71,01.02.10.06.51.02,1
01.02.10.06.71,01.02.11.01.07.08.04,1
01.02.11.03.15,01.02.11.01.07.08.04,2
01.02.10.34.23,01.02.11.01.07.04.02,1
01.02.10.16.55.02,01.02.11.01.07.04.02,1
01.20.03.04.02.02,01.20.05.03.04.06,1
01.20.05.03.04.02,01.16.28.01,1
01.20.07.11.08,01.16.28.01,1
01.20.07.11.03.01.02,01.16.28.01,1
01.20.03.04.01.02,01.16.28.01,1
01.20.03.04.05.02,01.16.28.01,1
01.16.28.01,01.20.04.02.10,1
01.16.28.01,01.20.03.04.04.01,1
01.11.01.03.03.01.01,01.11.01.07.01.02,1
01.11.01.03.03.01.01,01.11.06.04.01,3
01.11.01.03.03.01.01,01.11.06.01.04.01,2
01.11.01.03.03.01.01,01.11.01.07.99,2
01.11.01.03.03.01.01,01.11.01.07.02.03,1
01.11.01.03.03.01.01,01.11.01.03.11.99,1
01.11.01.03.03.01.01,01.11.06.01.02.02,1
01.11.01.03.03.01.01,01.11.03.01.01.99,3
01.11.03.08.05,01.11.03.09.01.01,1
01.10.05.02.03.01,01.10.05.01.06,1
01.11.01.08.05,01.10.05.01.06,1
01.10.05.03.01.05,01.10.05.01.06,1
01.10.04.04.01,01.10.05.01.06,1
01.20.99.01.05.02,01.02.11.01.06.03.01,1
01.15.05.01.05.01.07,01.15.05.09.03,2
01.15.04.03.03,01.19.09.01,1
01.11.03.01.02.02.99,01.03.99,1
01.11.03.01.02.02.99,01.13.12.03.99,1
01.15.04.03.04,01.15.05.02.06.01.03,1
01.15.05.04.07.01,01.15.05.02.06.01.03,1
01.15.04.02.04,01.15.05.02.06.01.03,6
01.15.04.03.02,01.15.05.02.06.01.03,1
01.15.04.03.01,01.15.05.02.06.01.03,5
01.15.03.17.05,01.15.05.02.06.01.03,4
01.15.05.10,01.15.05.02.06.01.03,3
01.15.05.02.06.01.03,01.15.05.04.07.02,3
01.15.05.02.06.01.03,01.15.04.03.03,1
01.15.05.02.06.01.03,01.15.05.04.04,1
01.15.05.02.06.01.03,01.15.04.02.01,2
01.15.05.02.06.01.03,01.15.04.07,1
01.15.05.02.06.01.03,01.15.04.02.04,5
01.15.05.02.06.01.03,01.15.05.04.02,1
01.15.05.02.06.01.03,01.15.01.07,5
01.15.05.02.06.01.03,01.15.05.04.08.02,2
01.15.05.02.06.01.03,01.15.01.05,1
01.15.05.02.06.01.03,01.15.05.01.07,1
01.15.05.02.06.01.03,01.15.01.01.01.02,1
01.15.05.02.06.01.03,01.15.01.02.01.01,1
01.15.05.02.06.01.03,01.15.01.04.06,1
01.15.04.03.03,01.15.01.05,2
01.02.11.01.05.10,01.02.11.01.12.02.06,1
01.13.13.01.01,01.20.03.04.02.02,1
01.13.13.01.01,03.07.11,1
01.11.04.06.99,01.15.05.02.03,1
01.15.05.04.02,01.20.07.11.03.02.01,2
01.15.05.04.08.02,01.20.07.11.03.02.01,2
01.15.03.16,01.20.07.11.03.02.01,6
01.20.07.11.03.02.01,01.15.04.03.01,1
01.20.07.11.03.02.01,01.15.05.01.06.01,1
01.20.07.11.03.02.01,01.15.05.03.02,1
01.20.07.11.03.02.01,01.15.02.05.02,1
01.20.07.11.03.02.01,01.15.01.01.01.02,2
01.20.07.11.03.02.01,01.15.01.04.06,1
01.20.07.11.03.02.01,01.15.05.02.01,4
01.15.04.03.01,01.20.07.11.03.02.01,1
01.15.05.01.06.01,01.20.07.11.03.02.01,1
01.15.05.04.05.01,01.20.07.11.03.02.01,1
01.15.05.03.02,01.20.07.11.03.02.01,1
01.02.10.06.67,01.02.05.01.16.07,1
01.10.05.02.03.01,01.13.07.05.02,1
01.16.33,01.16.33,4
01.10.05.02.01,01.10.05.03.02.99,3
01.15.01.05,01.15.02.06.04,3
01.15.05.01.05.02.05,01.15.05.04.09.01,2
01.15.05.01.05.02.05,01.15.01.09,2
01.15.05.01.05.02.05,01.15.04.01.09,1
01.15.05.01.05.02.01,01.15.05.04.09.01,2
01.11.02.01.99,01.11.01.05.02,1
01.11.03.09.02.09,01.11.02.01.05,1
01.11.03.04.04.01,01.11.02.01.05,1
01.11.03.02.02.01,01.11.02.01.05,1
01.24.99.07.01,01.20.05.03.06,1
01.20.01.05.03,01.11.02.01.08.03,1
01.11.03.07.99,01.15.05.16.01,3
01.02.11.01.12.02.05,01.02.10.43.03.10,1
01.20.04.02.13,01.20.13.99,4
01.20.13.99,01.20.05.01.05.01.01,1
01.11.06.01.03,01.11.01.02.06,2
01.11.06.01.03,01.11.01.03.14,1
02.17.01.99,01.16.04.02,1
01.01.07.03.06,01.01.01.05.01.05.02,4
01.13.04.01.01.05,01.13.04.04.06.06,1
01.02.10.43.09,01.02.10.42.05.01,3
01.16.20.02,01.16.07.01.03,1
01.11.03.06,01.23.05.07,1
01.11.02.01.08.03,01.11.04.03.02.14,1
01.11.04.03.02.01.01,01.11.08.01.01,2
01.06.01.02,01.16.31.02.01,1
01.07.04.04.04,01.07.04.01.05,1
01.07.04.04.04,01.07.04.04.03,1
01.07.04.04.04,01.13.09.07.02,1
01.07.04.04.04,01.13.11.03.05.04.01.01,1
01.07.04.01.01,01.13.09.07.02,1
01.07.04.01.05,01.13.09.07.02,1
01.07.04.04.03,01.13.09.07.02,1
01.02.10.44.11,01.02.10.44.10,1
01.02.10.43.03.10,01.02.10.43.03.08,1
01.02.10.43.03.10,01.02.10.33.06,1
01.08.01.35.99,01.08.01.40,1
01.11.02.01.03,01.11.01.03.11.03,10
01.11.02.01.03,01.11.03.01.02.02.01.13,2
01.11.02.01.03,01.11.05.03.99,1
01.11.02.01.03,01.11.03.01.02.02.01.08,1
01.11.01.03.11.03,01.11.03.01.02.02.01.13,10
01.02.11.01.07.04.02,01.02.11.01.07.04.04,3
01.11.04.03.02.02,01.11.04.02.03.05,1
01.01.07.02.06,01.01.08.01.11.06,2
01.11.02.01.12,01.11.08.01.01,1
01.02.10.43.05.06,01.02.11.01.06.03.11,1
01.02.10.43.05.06,01.02.04.06,1
01.16.07.02.04,01.16.07.01.03,1
01.16.28.03,01.16.07.01.03,1
01.19.10.16.08,01.04.01.02,1
01.15.05.04.05.01,01.19.09.01,2
01.15.05.18,01.19.09.01,3
01.02.10.06.12.08,01.02.10.33.02,1
01.16.03.01.02,01.16.03.05,1
01.16.07.02.02,01.16.03.05,1
01.02.09.10.05,01.02.12,4
01.02.10.06.74.02,01.02.10.50.02,1
01.13.04.01.05,01.07.06.02.03,1
01.19.10.16.03,01.11.03.07.99,1
01.11.01.06.08,01.11.01.08.02.99,1
01.01.10.07.08,01.01.10.07.01,2
01.02.10.43.03.10,01.02.10.43.12,2
01.02.11.01.12.02.06,01.02.11.03.15,1
01.20.07.11.03.01.02,01.11.04.06.99,1
01.15.02.08,01.15.05.17.01,2
01.15.04.01.01,01.20.04.01.13,2
01.15.05.04.06.01,01.20.04.01.13,3
01.15.05.04.06.03,01.20.04.01.13,1
01.11.03.05.06.01,01.18.05.02.99,2
01.02.10.44.09,01.02.10.22.14,1
01.02.10.44.09,01.02.10.49.17,1
01.11.03.12.02,01.11.03.12.04.01,1
01.15.01.09,01.13.12.03.99,1
01.15.01.03.02,01.13.12.03.99,1
01.20.07.11.08,01.15.05.03.02,5
01.02.10.43.09,01.02.10.14.02.03,1
01.20.09.02,01.20.06.01.04,1
01.20.09.01.99,01.20.06.01.04,1
01.15.03.12.03,01.15.02.07,16
01.20.09.03,01.15.01.02.01.01,1
01.20.09.03,01.20.07.09.02,1
01.15.01.02.01.01,01.20.06.01.06.02,2
01.13.12.03.99,01.20.04.01.09,1
01.13.11.03.05.06,01.13.02.02,1
01.13.05.01,01.13.02.02,1
03.07.02.02,03.07.01.01.02,2
01.20.05.03.04.01,01.15.01.99.02,1
01.15.05.18,01.20.07.02.02,1
01.13.04.01.05,01.07.06.01.08,1
01.13.04.01.05,01.07.04.01.05,1
01.13.04.01.05,01.13.11.03.05.04.01.02,1
01.13.04.01.05,01.07.04.04.03,1
01.13.04.01.05,01.07.04.01.06,1
01.07.06.01.08,01.13.11.03.05.04.01.02,1
01.07.11.04.03,01.07.09.01.04,1
01.02.11.01.06.03.02,01.02.10.49.17,1
01.07.05.02,01.20.05.04,1
01.19.10.16.03,01.20.03.04.04.02.02,1
01.01.01.01.10,01.01.22,1
01.13.13.01.01,01.20.04.01.09,1
01.20.10.03,01.20.07.02.02,2
01.20.10.03,01.20.03.04.06,1
01.01.02.06.01,01.01.16.01.05,9
01.01.09.01.01,01.01.06.16,1
01.01.09.01.01,01.01.16.01.05,8
01.01.01.02.01.01,01.01.06.16,1
01.01.01.02.01.01,01.01.16.01.05,7
01.20.07.11.03.01.01,01.12.99,1
01.20.07.11.03.01.02,01.11.03.05.06.01,1
